stat rdma operate:
phase
Type:rdma_send, src_node:0, src_port:0, dst_node:684, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:132, src_port:0, dst_node:816, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:133, src_port:0, dst_node:817, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:134, src_port:0, dst_node:818, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:135, src_port:0, dst_node:819, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:136, src_port:0, dst_node:820, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:137, src_port:0, dst_node:821, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:138, src_port:0, dst_node:822, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:139, src_port:0, dst_node:823, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:140, src_port:0, dst_node:824, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:141, src_port:0, dst_node:825, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:142, src_port:0, dst_node:826, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:143, src_port:0, dst_node:827, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:144, src_port:0, dst_node:828, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:145, src_port:0, dst_node:829, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:146, src_port:0, dst_node:830, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:147, src_port:0, dst_node:831, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:148, src_port:0, dst_node:832, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:149, src_port:0, dst_node:833, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:150, src_port:0, dst_node:834, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:151, src_port:0, dst_node:835, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:152, src_port:0, dst_node:836, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:153, src_port:0, dst_node:837, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:154, src_port:0, dst_node:838, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:155, src_port:0, dst_node:839, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:156, src_port:0, dst_node:840, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:157, src_port:0, dst_node:841, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:158, src_port:0, dst_node:842, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:159, src_port:0, dst_node:843, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:160, src_port:0, dst_node:844, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:161, src_port:0, dst_node:845, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:162, src_port:0, dst_node:846, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:163, src_port:0, dst_node:847, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:164, src_port:0, dst_node:848, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:165, src_port:0, dst_node:849, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:166, src_port:0, dst_node:850, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:167, src_port:0, dst_node:851, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:168, src_port:0, dst_node:852, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:169, src_port:0, dst_node:853, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:170, src_port:0, dst_node:854, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:171, src_port:0, dst_node:855, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:172, src_port:0, dst_node:856, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:173, src_port:0, dst_node:857, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:174, src_port:0, dst_node:858, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:175, src_port:0, dst_node:859, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:176, src_port:0, dst_node:860, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:177, src_port:0, dst_node:861, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:178, src_port:0, dst_node:862, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:179, src_port:0, dst_node:863, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:180, src_port:0, dst_node:864, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:181, src_port:0, dst_node:865, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:182, src_port:0, dst_node:866, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:183, src_port:0, dst_node:867, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:184, src_port:0, dst_node:868, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:185, src_port:0, dst_node:869, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:186, src_port:0, dst_node:870, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:187, src_port:0, dst_node:871, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:188, src_port:0, dst_node:872, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:189, src_port:0, dst_node:873, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:190, src_port:0, dst_node:874, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:191, src_port:0, dst_node:875, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:192, src_port:0, dst_node:876, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:193, src_port:0, dst_node:877, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:194, src_port:0, dst_node:878, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:195, src_port:0, dst_node:879, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:196, src_port:0, dst_node:880, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:197, src_port:0, dst_node:881, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:198, src_port:0, dst_node:882, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:199, src_port:0, dst_node:883, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:200, src_port:0, dst_node:884, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:201, src_port:0, dst_node:885, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:202, src_port:0, dst_node:886, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:203, src_port:0, dst_node:887, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:204, src_port:0, dst_node:888, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:205, src_port:0, dst_node:889, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:206, src_port:0, dst_node:890, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:207, src_port:0, dst_node:891, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:208, src_port:0, dst_node:892, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:209, src_port:0, dst_node:893, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:210, src_port:0, dst_node:894, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:211, src_port:0, dst_node:895, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:212, src_port:0, dst_node:896, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:213, src_port:0, dst_node:897, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:214, src_port:0, dst_node:898, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:215, src_port:0, dst_node:899, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:216, src_port:0, dst_node:900, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:217, src_port:0, dst_node:901, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:218, src_port:0, dst_node:902, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:219, src_port:0, dst_node:903, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:220, src_port:0, dst_node:904, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:221, src_port:0, dst_node:905, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:222, src_port:0, dst_node:906, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:223, src_port:0, dst_node:907, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:224, src_port:0, dst_node:908, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:225, src_port:0, dst_node:909, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:226, src_port:0, dst_node:910, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:227, src_port:0, dst_node:911, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:228, src_port:0, dst_node:912, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:229, src_port:0, dst_node:913, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:230, src_port:0, dst_node:914, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:231, src_port:0, dst_node:915, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:232, src_port:0, dst_node:916, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:233, src_port:0, dst_node:917, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:234, src_port:0, dst_node:918, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:235, src_port:0, dst_node:919, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:236, src_port:0, dst_node:920, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:237, src_port:0, dst_node:921, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:238, src_port:0, dst_node:922, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:239, src_port:0, dst_node:923, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:240, src_port:0, dst_node:924, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:241, src_port:0, dst_node:925, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:242, src_port:0, dst_node:926, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:243, src_port:0, dst_node:927, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:244, src_port:0, dst_node:928, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:245, src_port:0, dst_node:929, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:246, src_port:0, dst_node:930, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:247, src_port:0, dst_node:931, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:248, src_port:0, dst_node:932, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:249, src_port:0, dst_node:933, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:250, src_port:0, dst_node:934, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:251, src_port:0, dst_node:935, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:252, src_port:0, dst_node:936, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:253, src_port:0, dst_node:937, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:254, src_port:0, dst_node:938, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:255, src_port:0, dst_node:939, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:256, src_port:0, dst_node:940, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:257, src_port:0, dst_node:941, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:258, src_port:0, dst_node:942, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:259, src_port:0, dst_node:943, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:260, src_port:0, dst_node:944, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:261, src_port:0, dst_node:945, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:262, src_port:0, dst_node:946, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:263, src_port:0, dst_node:947, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:264, src_port:0, dst_node:948, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:265, src_port:0, dst_node:949, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:266, src_port:0, dst_node:950, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:267, src_port:0, dst_node:951, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:268, src_port:0, dst_node:952, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:269, src_port:0, dst_node:953, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:270, src_port:0, dst_node:954, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:271, src_port:0, dst_node:955, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:272, src_port:0, dst_node:956, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:273, src_port:0, dst_node:957, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:274, src_port:0, dst_node:958, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:275, src_port:0, dst_node:959, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:276, src_port:0, dst_node:960, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:277, src_port:0, dst_node:961, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:278, src_port:0, dst_node:962, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:279, src_port:0, dst_node:963, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:280, src_port:0, dst_node:964, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:281, src_port:0, dst_node:965, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:282, src_port:0, dst_node:966, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:283, src_port:0, dst_node:967, dst_port:0, priority:7, msg_len:8388608
